dish_name,prefecture,area_name,main_ingredients,history,image_url,type,seasonality,calories,protein,carbohydrates,fats,sodium,vegan,vegetarian,no_gluten,no_seafood,no_pork,no_dairy,no_nuts,area_lat,area_lon,places
Beni Shoga Ten (Pickled Red Ginger Tempura),Osaka,All of Osaka Prefecture,"Pickled red ginger, Tempura flour","Beni Shoga Ten is tempura made from thinly sliced pickled red ginger. It is popular in the Kinki region (Osaka, Nara, Wakayama). The pickled ginger is made by soaking ginger rhizomes in umeboshi vinegar, the leftover vinegar from making umeboshi. The dish blends the tartness of umeboshi vinegar with the ginger’s spiciness, making it a flavorful accompaniment to sake. Its bright red color stands out among typical brown or yellow tempura, appealing visually and appetizing. Although origins are unclear, a 1940 short story by Sakunosuke Oda, “Meoto Zenzai,” mentions a vendor selling tempura including pickled ginger, suggesting the dish was already common in Osaka in the early Showa era.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/osaka_30_1-1.jpg,vegetable,all season,47.5,1.5,10.5,2.0,0.0,True,True,False,True,True,True,True,34.6413315,135.5629394,[]
Hamo Suki,Hyogo,Awaji-Shima,"Hamo (=Sea eel), onion","Hamo Suki is a renowned Awaji Island hotpot featuring hamo eel simmered with Awaji onions in dashi broth. Hamo from Awaji has thin skin from the muddy seabed and rich, flavorful meat enhanced by the Naruto Strait, fattying from early summer as it prepares for autumn eggs. Awaji onions, harvested in hamo season, add sweetness. The simple pairing of juicy white meat, sweet onion, and dashi creates a tasty dish. Historically, Awaji fish reached Osaka, Sakai, and Amagasaki markets after Toyotomi Hideyoshi opened Osaka’s fish market (Zakoba). As Osaka and Kyoto flourished as merchant cities, many restaurants served it. Hamo has long been a staple at Kyoto’s Gion Festival and Osaka’s Tenjin Festival.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/11/hyogo_16_1-1.jpg,soup,summer,235.0,17.0,25.5,5.25,0.75,False,False,False,False,True,True,True,34.3257122,134.813111,['ChIJ4c_Ev226VDURfjDOhruS1ao']
Banshu Hand-pulled Somen (thin wheat noodles),Hyogo,Harima area,"Wheat, salt, water","Banshu Hand-pulled Somen, known as Ibo No Ito, is a Harima-region specialty of Hyogo Prefecture, celebrated for its firm, crisp texture and resistance to boiling. Its roots trace to the Nara period, when Tang-era envoys brought back sakubei from which somen developed. An Ikaruga Temple document (1418) links soumen to Banshu; production surged in the Edo period, aided by the Tatsuno clan, who encouraged (1771–1780) and later protected (Bunka era, 1804–1818). Ibo No Ito flourished thanks to local resources—wheat from the Banshu Plain, pure water from the Ibo River, and Ako salt—often as a winter farm-labor sideline. The noodles are classified into seven grades by season, flour type, and fineness, and are used from everyday meals to luxury gifts.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/hyogo_8_1.jpeg,noodle dish,fall,69.0,2.0,7.5,1.0,0.5,False,False,False,False,True,True,True,34.715246799999996,134.8680023,['ChIJ02D3mqwCVTURI2jX6GFO0Hs']
Kajiya Nabe,Hyogo,Miki City,"Octopus, Eggplant","Miki City, known as the birthplace of metalworking in Japan, has its origins dating back approximately 1,500 years. The town has produced skilled craftsmen alongside the development of blacksmithing. ""Kajiya-nabe"" (blacksmith's hot pot) is said to have been favored by blacksmiths to boost their energy during the summer. During the Meiji and Taisho eras, it originated when itinerant merchants came to the village, selling octopus caught off the coast of Akashi and eggplants in season, which were then simmered in dashi and soy sauce. It was appreciated for cooling the overheated bodies of the artisans who worked with fire. While it fell out of favor for a time, around 1990, it was reevaluated as a regional specialty and became available for consumption in the city, although it is not currently offered in restaurants.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/11/hyogo_17_1.jpeg,soup,all season,317.5,32.75,41.5,2.5,1.75,False,False,False,False,True,True,True,34.7968964,134.9901941,"['ChIJnc9iNfMsVTURhVkOmZ-i0Vw', 'ChIJDa7PSMQsVTURG9RayJiMM3g']"
Itadori no Nimono (Simmered Japanese knotweed),Nara,Yoshino mountainous Area and other Areas in the Nara Prefecture,"Itadori (Japanese knotweed), Soy sauce, Mirin (=sweet rice wine) etc.","Itadori no Nimono centers on Itadori, a perennial wild herb of the Polygonaceae family that grows across Japan and is a spring staple. It is also known as gonpachi or sukampo. In Shimokitayama Village, Yoshino, long-standing appreciation for gonpachi is recorded in local history. The name itadori comes from its use to rub on injuries to relieve pain (itai = pain, tori = remove). With a sharp, acrid taste and acidity, itadori is prepared to mellow bitterness and can be preserved for a week in the fridge or long-term in salted water. It lends itself to many preparations—stir-fried, boiled, deep-fried, or served with rice in some regions. Eaten throughout the prefecture, it is especially popular in Yoshino’s mountainous areas, reflecting its cultural importance as a spring wild plant.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/nara_27_1-1.jpg,vegetable,spring,94.0,5.25,15.5,3.75,0.25,False,False,False,False,True,True,True,34.356432999999996,135.87061699999998,[]
Ei no Nikogori (Stewed Ray dish),Nara,Katsuragi Area and other Areas in Nara Prefecture,Ray,"Ei no nikogori is a local stewed ray dish with a sweet and spicy sauce, popular in the Katsuragi area and other parts of the prefecture. The ray’s gelatinous flesh dissolves into the broth as it boils and, when cooled, solidifies into a jelly-like layer called nikogori—the origin of the dish’s name. Historically, Katsuragi maintained close ties with Osaka’s Kawachi district; rays landed in Osaka and reached Katsuragi quickly via the Takenouchi Highway, allowing the use of fresh seafood before it spoils. Rays are chosen partly because they develop an ammonia-like smell when not fresh. Ei no nikogori was commonly served at autumn festivals, and alongside noppei, this dish was eaten at the Onmatsuri Festival held at the Wakamiya Shrine of the Kasuga Grand Shrine in Nara.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/nara_30_1-1.jpg,fish dish,all season,330.0,41.0,15.0,2.0,2.0,False,False,False,False,True,True,True,34.4541952,135.6839415,"['ChIJ0w0nW2c5AWAR2KyuMBte-y4', 'ChIJpylXuYs5AWARqzMfA-QZrIU', 'ChIJWZ4pHgA5AWAR_YMb2crHl1E', 'ChIJi1io23UjAWARnEx5dxdlgVE', 'ChIJ9Yv7re05AWARCR0_EtWp3q8']"
Kaki Namasu,Nara,All of Nara Prefecture,"Daikon Radish, Carrot, Dried Persimmons, Vinegar","In Nara Prefecture, the traditional New Year's dish known as ""Kaki-namasu"" has been enjoyed for a long time. Kaki-namasu features a combination of daikon radish and carrot, creating a visually appealing red and white mixture symbolizing Mizuhiki (decorative Japanese cord). This color combination carries a wish for peace and harmony, harking back to the Heian period. The addition of dried persimmons to ""Kaki-namasu"" enhances the overall flavor with the sweetness and richness of the persimmons, resulting in a delightful vinegar-based dish.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/11/nara_18_1.jpeg,vegetable,fall,49.0,0.75,12.0,0.25,0.5,True,True,True,True,True,True,True,34.2975528,135.8279734,"['ChIJDQdiloc5AWARUa8gcEII5JM', 'ChIJ7_AZCok5AWARL0B1fjyE65I', 'ChIJjbuJRYc5AWARzxEAWGI4KjI', 'ChIJYWCMvZY5AWARVnREV_OsbPk', 'ChIJVfXbMok5AWARbQ8ZlBGrWiE']"
Shirasu Don (Whitebait on top of rice),Wakayama,"North Area, Central Area","Whitebait, Rice","Shirasu Don is a rice bowl topped with fresh whitebait, a seasonal catch peaking from late March to May as small Japanese anchovy, sardine, and round herring are plentiful. Key hubs include Kada (Wakayama City) and Yuasa (Arita-gun); Yuasa fishermen use the batch ami technique—two small boats pull nets to encircle schools, a name derived from the batch underwear the net resembles. Nearby Enjugahama uses traditional seine fishing. Freshly caught whitebait are sent to nearby factories, boiled with salt, then sun-dried. The dish showcases the whitebait on steamed rice and is typically enjoyed with Yuasa soy sauce or Kinzanji Miso in Yuasa. Some restaurants serve it with fresh whitebait, making Shirasu Don a distinctive specialty of these fishery ports.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/wakayama_15_1-1.jpg,rice dish,all season,357.25,15.25,35.5,17.5,0.75,False,False,False,False,True,True,True,34.1953163,135.18419559999998,"['ChIJEznBaftEB2ARmp34Phsc_98', 'ChIJvxaapgahB2ARfZRN35OhEOQ']"
Wakame Zushi (Wakame Seaweed Sushi),Wakayama,Yura Town,"Wakame seaweed, Rice","Wakame Zushi is a regional sushi from Japan’s Kiisuido Strait coast (Hinomisaki to Wakayama City), where shallow, sunlit waters nurture wakame seaweed that yields bright color and rich flavor. Yura Town in Hidaka District is a renowned wakame producer within Wakayama Prefecture, especially the Ena district. The dish features fresh wakame spread thinly and rolled with white rice, like a sushi roll. Its origins lie in a simple practice of spreading harvested wakame on rice, baking it, and eating it with side dishes, later enriched by pickle additions to become the rolled form. Harvesting wakame is challenging in cold weather. In Yura Town, cultivation involves seeding ropes in November, exposing them to the northern wind for 1–2 months, and harvesting January–February. Hariwakame, the sushi-grade variety, requires meticulous hand assembly, with relatively few skilled workers.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/wakayama_26_1-1.jpg,rice dish,all season,344.0,9.0,74.0,0.6,0.2,False,False,False,False,True,True,True,33.9592854,135.1182368,"['ChIJycL0UnOyAGAR2eBQ4QAPvQ4', 'ChIJk7UUWh2hB2ARlBaAsRQ-BWk', 'ChIJO8ZC4iqzAGAR-EKrHMwwy_Q']"
Gomadoufu(Sesame tofu),Wakayama,Northern Wakayama Prefecture,"Sesame seeds, Yoshino arrowroot","Gomadoufu (sesame tofu) originated as a vegetarian Buddhist dish eaten by monks at Mount Koya, the temple settlement founded by Kobo Daishi (Kukai) about 1,200 years ago. Sesame was highly valued in China as nutritious and medicinal. Kobo Daishi reportedly brought sesame to Mount Koya and helped cultivate it in Japan. To counter protein-poor Buddhist meals, sesame provided high-quality protein, and sesame tofu was devised to efficiently utilize sesame’s nutrients. The skin is removed from raw sesame seeds (not roasted), then mixed with Yoshino arrowroot and Mount Koya water, ground with a mortar and pestle, and cooked. An alternative theory traces sesame tofu to ma tofu described in 1697. In the Showa period, it gained recognition as a Mount Koya specialty, and today it is a staple of Japanese cuisine.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/wakayama_6_1.jpeg,other,all season,157.0,3.4,16.2,9.6,0.0,True,True,True,True,True,True,True,33.948091399999996,135.3745358,"['ChIJUxj49BcnB2ARt-zIGIRcN2Q', 'ChIJZUKljw4nB2AR-dQ-0MbRhtA', 'ChIJrR-_uG4nB2ARl_1BopuqsBU', 'ChIJt-8ScQ4nB2ARD36W5RC8pwo']"
Oiri (Rice Snack mixed with Malt Syrup),Tottori,Easten region,"Rice, Malt syrup","‘Oiri’ is a snack made at home not to waste left over rice. Long time ago, in Inaba region, people washed left over rice and dried under sunshine to make ‘hoshi-ii’ (=dried rice), then made ‘Oiri’. The name came from the process to make this snack; to fry (‘iru’ in Japanese). Some homes used not only left over rice, but also added ingredients available at home. This snack was invented from the thought of not wasting food.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/tottori_19_1.jpeg,sweets,all season,670.0,7.2,158.4,0.6,0.2,True,True,False,True,True,True,True,35.3573161,133.4066618,['ChIJhb-muJOHVTUR-pvLQgNxahs']
Hatahatazushi/Shirohatazushi (Japanese sandfish stuffed with soy pulp),Tottori,Karo Region,"Hatahata (=Japanese sandfish), Soy pulp","Hatahatazushi, or Shirohatazushi, is a spring delicacy from Tottori’s Karo district. It features sandfish (hatahata) stuffed with okara (soy pulp) instead of rice, offering a healthy, melt-in-texture bite. The dish is closely tied to the Hoenya Festival at Karo Shrine, held every two years at the end of April and designated as intangible folk cultural heritage. The festival includes armored warriors, child daimyos, the Kirin Jishi lion dance, and a sea procession of portable shrines (Hoenya) to thank fishermen for a bountiful catch. Hatahata fish, caught offshore in the San’in region, are at their best in spring during the festival season. Despite being called zushi (sushi), it remains rice-free, highlighting a unique regional tradition.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/01/tottori_23_1.jpeg,fish dish,all season,503.3333333333333,18.333333333333332,63.333333333333336,14.0,0.6666666666666666,False,False,False,False,True,True,True,35.5368756,134.1780991,[]
Igai Meshi,Tottori,Tottori City Aoya-cho,"Rice, peeled Igai mussels","The Igai mussel has a triangular shape, blackish brown shell, and is found on reefs. It closely resembles mussels, and are also members of the mussel family. They are said to be called ""Igai (unusual)” because they differ from clams and other bivalves in shape and soft body patterns. The mussels are found in the intertidal zone along the coast and at depths of up to 20 meters (21 yards), where the tides are clear and the reefs are well-developed. It is gathered around June, when the divers begin their activities, and has become a tradition that heralds the arrival of summer in this small fishing village.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/tottori_15_1-1.jpg,rice dish,all season,156.16666666666666,6.333333333333333,26.666666666666668,0.8333333333333334,0.3333333333333333,False,False,False,False,True,True,True,35.518380199999996,134.00563,"['ChIJT0TUToHpVTURpTuISrgKZjE', 'ChIJ__1ygjPpVTURs9YfhcdT4rc', 'ChIJ62yjpjHpVTURddU9B3t0MQ4', 'ChIJK2tbIQDpVTURJPg3QCIjGXY', 'ChIJrzZ1WoKPVTURm_05o4klTiM']"
Kakinamasu,Shimane,All over the prefecture,"Dried persimmons, radishes (or turnips), carrots, etc.","Kakinamasu is a traditional dish made by turning dried Saijo persimmons into a vinegared dish. Saijo persimmons, the representative fruit of Shimane Prefecture, are grown widely thanks to sea breeze, mild temperatures, and red soil, though they originated in the Saijo district of Higashihiroshima, Hiroshima. These herbicide-free fruits are carefully managed all year, yielding a rich, fat, exceptionally sweet fruit with a four-groove shape and a smooth texture. Its branding as kozuchi evokes the Izumo-taisha deity Uchide no Kozuchi. Once an astringent persimmon, it becomes meltingly sweet after removing the astringency; sugar content exceeds 17 degrees and the flesh is dense, jelly-like in the center. Traditional methods used shochu to remove the astringency; now bags with dry ice. Saijo persimmons dry well, concentrating sugar. Harvest runs Oct–Nov for fresh fruit, then drying and processing; kakinamasu is one of several preparations, alongside awashi, pickled, and even tempura persimmons.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2022/08/shimane_27_1-1.jpg,pickles,fall,28.5,0.5,6.75,0.0,1.75,True,True,True,True,True,True,True,35.0244094,132.7293446,"['ChIJY7yLOEwbVzURT__NaZ9qb1c', 'ChIJLSPXsRwFVzURFdHNm-pPJrE', 'ChIJ9bsDJgUFVzURPfuazkEsEBQ', 'ChIJC1yC78FQVjURS-cGv6wgQNI', 'ChIJs4Qr7yn-VjURaSB4OYWUBtE']"
Kakuzushi/Hakozushi,Shimane,Iwami region,"Seasonal vegetables such as vinegared rice, carrots, burdock, and shiitake mushrooms","Kakuzushi and Hakozushi are pressed sushi. Kakuzushi uses a small mossou wooden box (~5 cm square) and can be shaped in square or decorative forms like flower, pine, bamboo, and plum. Hakozushi uses a larger box, and the finished product is cut into pieces. In recent years Kakuzushi is easier to make in small amounts, while Hakozushi has become common as a local dish for large quantities. Traditional in the Iwami region, Hakozushi is fish- and meat-free: sushi rice and vegetables are layered in a square box with a thin plate between layers, repeated, then pressed from the top, cut, and garnished with egg strips, sakura denpu (pink minced fish), and greens such as sansho and carrot leaves. The origin is tied to the Edo period, when the Iwami Ginzan area connected to the shogunate, or alternately to soldiers in the Warring States period.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2022/08/shimane_8_1-1.jpg,rice dish,all season,500.0,12.5,105.0,2.5,1.25,False,False,False,False,True,True,True,35.1244094,132.6293446,"['ChIJ4wwidoUQVzURq6a_foUJeIY', 'ChIJgUxCtIdDVzUR75NI9cM8jLU']"
Koi no Ito-zukuri,Shimane,Matsue City,"Carp, carp roe, etc.","Koi no Ito-zukuri is a winter dish from Matsue City, tied to Shinjiko Lake in the Shimane–Tottori region and part of the area’s Seven Delicacies of Lake Shinji. The lake’s low salinity yields large freshwater carp, some weighing nearly 20 kg, traditionally eaten as Koikoku miso soup or as Arai sashimi. The dish, once a noble cuisine served to emperors and shoguns from the Kamakura through the Meiji periods, is prepared by dividing the carp into three pieces and cutting the meat into long, thin threads, then sprinkling them with roasted carp roe. The technique is said to come from Shijo-ryu, a Heian-era school of Japanese cuisine. Today it remains a winter specialty of Matsue, reflecting the region’s castle-town prosperity and rich culinary heritage.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/shimane_20_1.jpeg,fish dish,all season,500.0,55.0,25.0,9.0,1.0,False,False,False,False,True,True,True,35.468190799999995,133.0484055,"['ChIJLWLqYh4DVzURBHKqpU9sviA', 'ChIJe0rRe5oQVzURzJ5YRYFnv2E', 'ChIJFzR7JQMFVzURyljOdVSGF3s', 'ChIJA1RWIMUbVzUR89h94UuyikE', 'ChIJbdRS5gIFVzURJVMD9bnAL7Y']"
Mamakari Zushi (Japanese Scaled Sardine Sushi),Okayama,Coastal Areas of the Seto Inland Sea,"""Mamakari"" (=Japanese scaled sardine), Rice","Mamakarizushi is a nigirizushi—an oval mound of sushi rice topped with pickled mamakari (Japanese scaled sardine), also known as sappa. The fish is mainly caught in the Seto Inland Sea and is especially fatty in October. The name mamakari is linked to the saying “mama wo kari ni iku hodo oishi,” meaning the fish is so delicious people would borrow rice to enjoy it. Besides this dish, mamakari is enjoyed as sushi, sashimi, pickled in vinegar, or grilled with salt. This particular preparation highlights the pickled fish on rice. The dish was selected by Japan’s Ministry of Agriculture, Forestry and Fisheries as one of the 100 Local Culinary Specialties in Rural, Mountain and Fishing Villages, alongside barazushi.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/okayama_27_1-1.jpg,fish dish,all season,525.0,24.75,82.25,9.0,1.25,False,False,True,False,True,True,True,34.6533051,134.1195514,[]
Kenchin Soba,Okayama,Niimi City,"Soba noodles, Chicken, Tofu, Daikon radish, Carrot, Gobou(=Burdock), Fried thin tofu","Niimi City has a soil unsuitable for rice cultivation, and buckwheat has long been cultivated in the area. Kenchin-soba, which makes use of this buckwheat, is a hot soba noodle topped with kenchin soup, which is made by simmering vegetables such as tofu, radish, carrots, and gobou(=burdock) root in a soy sauce-based chicken broth. The word ""kenchin"" means to fry shredded ingredients in oil and roll them up, and it is said that since the Edo period (1603-1867), people have used kenchin soup, which goes well with handmade soba, for its nutritional value during the winter season.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/okayama_15_1-1.jpg,noodle dish,winter,515.0,27.0,87.75,6.25,0.5,False,False,False,False,True,True,True,34.9770399,133.4703448,['ChIJp1JTQcHHVjUREgXfEaIFPhY']
Ami to Daikon no Nitsuke (Boiled Mysids and Daikon Radish),Okayama,Seto Inland Sea coast,"Mysids, daikon radish","Ami to Daikon no Nitsuke is a Seto Inland Sea dish of mysids (tiny Sergestidae shrimp) simmered with daikon radish and ginger in a glaze of sugar, sake, and soy sauce. It embodies a fall tradition, reportedly created to enjoy mysids and daikon together when both are in season. The fatty mysids pair well with the daikon, creating a rich, balanced dish. In the Seto Inland Sea, these mysids are known as Acetes japonicus and are caught along the coast in early autumn, but they spoil quickly and are rarely available outside the prefecture. In Okayama, regional preparations include eating mysids alive with soy sauce, boiling them with vinegar and soy sauce, or curing them as “pickled mysids,” reflecting local practices around this seasonal seafood-vegetable pairing.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/09/okayama_12_1.jpeg,fish dish,all season,175.0,20.5,15.25,1.0,1.0,False,False,False,False,True,True,True,34.6189857,134.1625208,['ChIJQeG8nge0UTURtNGzeqs118E']
Iga Mochi (Steamed Rice Cakes with Red Bean Paste and Colored Rice Grains),Hiroshima,Kure City,"Glutinous rice, Azuki red beans, Sugar","Iga mochi is a confection of glutinous rice and rice flour, with red bean paste wrapped in mochi and topped with colored glutinous rice, then steamed. Its chewy texture and the grainy rice topping are its signature. It is sold mainly during the autumn festival season at Kameyama Shrine in Kure city, Hiroshima, by confectionery shops and stalls offering freshly steamed iga mochi. The name may derive from its burr-like shape (iga) or from a traveling monk whose stomach ailment was cured after eating it. Historically, rice was precious in Kure, and early versions used barley, foxtail millet, or potatoes with rice grains on top. Some say northerners brought it south from Tohoku. Today iga mochi is prepared across Japan with regional variations, colors, and occasions: yellow toppings in Yamagata to evoke rice plants, pink and green toppings in Kure, and other regional styles.",https://www.maff.go.jp/j/keikaku/syokubunka/k_ryouri/img/igamoti_thumbnail.jpg,sweets,all season,1161.0,23.0,260.0,1.0,9.0,True,True,True,True,True,True,True,34.2489485,132.5655271,[]
Azuma (Vinegared Sashimi on Soy Pulp),Hiroshima,"Onomichi City, Fukuyama City","Mamakari (Japanese sardine), U-no-hana (Okara Soy Pulp), Ginger, Salt, Vinegar, Sesame, Chives, Green Onions, etc.","Azuma, or Azumazushi, is a regional variation of nigiri sushi where fish is vinegared not on rice but on okara, the seasoned soy pulp. This okara-based base provides a vinegared sashimi-like bite. Historically, okara was used when rice was scarce to conserve grains. While often linked to Mama Kari Sushi, Azuma can feature fish such as kohada (gizzard shad) or konoshiro. In coastal areas it’s called Azuma or Azumazushi; in Miyoshi City’s mountainous region, a variant named Unohana Zushi uses ayu (sweetfish) with okara. Similar okara-based sushi appears in other prefectures like Toyama, Ishikawa, and Ehime, with regional differences in fish and preparation. Traditionally, it was prepared for festivals and New Year celebrations, serving as a shared dish for sake accompaniments or as a side dish.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/hiroshima_19_1.jpeg,fish dish,all season,232.0,18.5,10.0,9.0,0.0,False,False,True,False,True,True,True,34.4147067,133.0085026,['ChIJ74bQMPsQUTURAiGHDViu_00']
Uzumi,Hiroshima,Fukuyama City,"burdock root, taro, carrot, radish, shiitake mushroom, matsutake mushroom, tofu, small shrimp, chicken, sea bream, rice","Uzumi is a Japanese dish dating to the Edo period (1603–1867). It is prepared by burying ingredients under broth-soaked rice, so the bowl seems simple; shrimp, sea bream, taro and other vegetables simmer in dashi, with rice served on top. In the Chugoku region, similar “burying” dishes exist, such as Uzume-meshi in Iwami (Shimane) and Bizen-bara-zushi in Okayama. It was commonly eaten to celebrate the autumn harvest until the 1960s. Ingredients vary by region—taro, carrots, matsutake, shiitake, shrimp, sea bream, and chicken are common. Dashi also differs: southern areas near the Seto Inland Sea use iriko (dried anchovies), while northern, mountainous areas favor dried shiitake mushrooms.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2022/08/hiroshima_2_1-1.jpg,fish dish,all season,429.0,19.0,56.0,11.75,0.5,False,False,False,False,True,True,True,34.4859845,133.36242389999998,"['ChIJI-cJv-sOUTURw0wiuDb8kB0', 'ChIJc7CCxQIRUTUR63fFx9njiks', 'ChIJzz2YYXARUTURl5VXYg5MI5w', 'ChIJ48hw4eQQUTURqrA14JqUALs', 'ChIJMbEwXXYRUTURC6LPHL_C1bY']"
Fugu no Karaage,Yamaguchi,"Shimonoseki Area, Hagi Area",Fugu (=Japanese pufferfish),"Yamaguchi prefecture is renowned for fugu, a group of pufferfish that can carry poisonous ovaries and livers; only licensed professionals may prepare it for eating. In Shimonoseki, tiger pufferfish is prized and expensive, used as sashimi (tessa or fugusashi) and in tecchiri hot pots. In the Hagi region, purple pufferfish are caught and valued for their sweetness and chewy texture. Green rough-backed pufferfish, cheaper than other varieties, are popular for home cooking and are the usual fish used to make Fugu no Karaage. For karaage, fillets are seasoned and deep-fried to create a crispy crust with a tender, soft interior. At high-end fugu course meals featuring tigerfish, the karaage may also be prepared with this luxury fish.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/11/yamaguchi_18_1-1.jpg,fish dish,all season,113.25,11.5,5.0,5.25,0.0,False,False,True,False,True,True,True,33.957529699999995,130.9411759,"['ChIJu8zdIpy9QzURJRh79hViPFk', 'ChIJ2fhgYGK9QzURYZBjQppeetA', 'ChIJTXWDqZ-9QzURqBIB4heLJok', 'ChIJucGF2di9QzURX1TSgxbqGgk', 'ChIJNVeCCJ29QzURQrmJDMCxImw']"
Kabu Zou-ni (Radish Rice Cake Soup),Yamaguchi,All of Yamaguchi prefecture,"Rice cake, Turnips","Kabu Zou-ni (Radish Rice Cake Soup) is an essential New Year’s dish with strong regional variation across Japan. In eastern Japan, square grilled mochi in clear dashi is common, while western regions favor round mochi and white miso. Okinawa has no Zou-ni tradition. In Yamaguchi, round mochi in a clear soy-based dashi is standard, and Kabu Zou-ni—a simple local version—pairs round mochi with turnips (kabu) and trefoil; the rice cake is added unbaked, thickening the soup slightly. Dried squid (surume) may be threaded in for aroma and appearance. In Hagi, rice-cake pounding was historically a male duty, with steaming and pounding, while women prepared other New Year dishes; the cakes were offered to the gods and Buddha and displayed on the New Year table as Zou-ni.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/01/yamaguchi_26_1.jpeg,soup,winter,95.0,5.0,17.25,0.75,0.75,False,False,False,False,True,True,True,34.3796769,131.6212742,[]
Kenchou,Yamaguchi,All over the prefecture,"Daikon (radish), tofu, carrots","Kenchou is a simple, generational Japanese dish made by simmering tofu, radish, and carrot in one pot. Regional and household variations add ingredients such as taro, deep-fried tofu, konnyaku, chicken, and shiitake. It is often cooked in large pots and simmered for days; its sweet, mildly spicy, and robust flavor makes it a good accompaniment to rice. Some versions are turned into kenchou-jiru, a soup. There are theories about its origin: the Nagasaki Kenchon Theory links the dish to a late-Edo period preparation of stir-fried shredded vegetables and tofu served on special occasions like Buddhist memorial services. The Kamakura Kenchoji theory posits a stir-fried vegetables and tofu soup eaten as an everyday meal during the Kamakura period; this explanation is considered most likely, particularly in Shimonoseki, a historic trading hub where kencho is everyday fare.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2022/08/yamaguchi_2_1-1.jpg,vegetable,all season,91.0,5.25,7.5,4.75,0.5,True,True,False,True,True,True,True,34.2796769,131.5212742,['ChIJ_Y9adhnHRDURcOJUU8K8DEk']
Ayu rousui (Sweetfish porridge),Tokushima,Katsuura Town,"Ayu (Sweetfish), Rice","""Ayu-rousui"" refers to a porridge containing a whole Ayu (Sweetfish). Ayu-rosui is a Japanese word for ""zosui,"" which is sometimes called ""ire-rosui"". Vegetables such as eggplant, potatoes, and onions, rice, and Ayu (Sweetfish) are simmered in dashi (Japanese soup stock) and seasoned with miso. The flavor of the Ayu (Sweetfish) makes this dish distinctive and rich in flavor. The Katsuura River, which runs through the center of Katsuura Town in Tokushima Prefecture, is a clear stream that is home to a variety of river fish, including ayu, eel, amego (trout), and carp. During the ayu fishing season, many people from outside the prefecture come to enjoy ayu fish.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/tokushima_27_1.jpeg,soup,summer,371.25,30.0,50.0,4.25,1.5,False,False,False,False,True,True,True,33.9314392,134.5113528,[]
Shiro Miso Zou-ni (White Miso Rice Cake Soup),Tokushima,All of Tokushima prefecture,"White Miso, Rice cake, Chicken, Kamaboko (=fish cake), Satoimo (=Japanese Taro), Komatsuna(=Japanese Mustard Spinach) etc.","Shiro Miso Zou-ni is a cloudy white-miso version of Tokushima’s traditional New Year’s Zou-ni and among the most popular. Zou-ni traditions in Tokushima vary by region: Uchigae Zou-ni from Iya uses a soy-sauce broth with iriko dashi and firm Iwa-dofu instead of rice cakes. Other areas use different rice cakes and clear dashi. Shiro Miso Zou-ni itself is made by dissolving white miso in dashi derived from dried sardines and kombu. It typically includes rice cakes, fish cakes, and vegetables such as carrots, daikon, komatsuna, and satoimo, giving a colorful, gentle flavor. Regional twists include Katsuura-area families adding brown sugar and Aioi-area families sweetening with sugar.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/01/tokushima_24_1.jpeg,soup,winter,247.0,7.0,49.0,2.0,0.25,False,False,False,False,True,True,True,33.9419655,134.3236557,[]
